houseCode,partner,province,municipality,barangay,img_house,_location_latitude,_location_longitude,_location_precision,meta/instanceID,_uuid,_submission_time
B_PH083746010_MER012,IFRC,Leyte,Tabontabon,Mering,1412043704903.jpg,11.03537933,124.9506162,3,uuid:297c1389-5179-499b-8c4a-3e068c89d521,297c1389-5179-499b-8c4a-3e068c89d521,2014-10-01T01:30:02
B_PH083746010_MER024,IFRC,Leyte,Tabontabon,Mering,1412045315780.jpg,11.03971262,124.9540042,4,uuid:db36b055-b41a-4951-b1f6-9f70dd35ac81,db36b055-b41a-4951-b1f6-9f70dd35ac81,2014-10-01T01:30:05
B_PH083746010_MER011,IFRC,Leyte,Tabontabon,Mering,1412045851629.jpg,11.03982397,124.9536777,3,uuid:49630e68-c4dc-4487-9852-31e0ab3ceb92,49630e68-c4dc-4487-9852-31e0ab3ceb92,2014-10-01T01:30:07
B_PH083746010_MER027,IFRC,Leyte,Tabontabon,Mering,1412046689458.jpg,11.03882976,124.955866,4,uuid:6004d230-fe79-4759-9418-f5b3a4944682,6004d230-fe79-4759-9418-f5b3a4944682,2014-10-01T01:30:09
B_PH083746006_CAP025,IFRC,Leyte,Tabontabon,Capahuan,1412055640845.jpg,11.06033931,124.9489948,4,uuid:8a790993-0c30-4a21-a326-73c578d1296b,8a790993-0c30-4a21-a326-73c578d1296b,2014-10-01T01:30:12
B_PH083746006_CAP020,IFRC,Leyte,Tabontabon,Capahuan,1412056358225.jpg,11.06058668,124.9486464,4,uuid:0fa389c4-4300-4cd7-9ad3-0a84a171f398,0fa389c4-4300-4cd7-9ad3-0a84a171f398,2014-10-01T01:30:14
B_PH083746006_CAP088,IFRC,Leyte,Tabontabon,Capahuan,1412058401621.jpg,11.06168634,124.9497751,4,uuid:9cfc10c5-576c-4689-b43b-cb3b608597a0,9cfc10c5-576c-4689-b43b-cb3b608597a0,2014-10-01T01:30:17
B_PH083746006_CAP015,IFRC,Leyte,Tabontabon,Capahuan,1412058845582.jpg,11.06222297,124.9505297,3,uuid:162ba198-6fe9-4f38-974f-3f0c99bfc742,162ba198-6fe9-4f38-974f-3f0c99bfc742,2014-10-01T01:30:19
B_PH083746006_CAP057,IFRC,Leyte,Tabontabon,Capahuan,1412059459018.jpg,11.06004877,124.9485381,5,uuid:609818be-f53d-49a0-b13d-664eee118a16,609818be-f53d-49a0-b13d-664eee118a16,2014-10-01T01:30:21
B_PH083746006_CAP089,IFRC,Leyte,Tabontabon,Capahuan,1412059867534.jpg,11.0570784,124.9451846,3,uuid:ca2b6049-9b28-4ea3-8ac2-d103ff3d17f0,ca2b6049-9b28-4ea3-8ac2-d103ff3d17f0,2014-10-01T01:30:23
B_PH083746010_MER173,IFRC,Leyte,Tabontabon,Mering,1412048601354.jpg,11.0397879,124.9559893,4,uuid:6bae7b34-0d0a-4d47-89b0-3d672a10f2b3,6bae7b34-0d0a-4d47-89b0-3d672a10f2b3,2014-10-01T01:55:59
B_PH083746010_MER118,IFRC,Leyte,Tabontabon,Mering,1412056816350.jpg,11.04732368,124.9560617,4,uuid:66f0e331-e9e0-485c-94cf-08b02f43dbae,66f0e331-e9e0-485c-94cf-08b02f43dbae,2014-10-01T01:56:01
B_PH083746010_MER132,IFRC,Leyte,Tabontabon,Mering,1412059793078.jpg,11.05056534,124.9580199,4,uuid:e1386685-18bc-4975-9d73-5f3235733314,e1386685-18bc-4975-9d73-5f3235733314,2014-10-01T01:56:04
B_PH083746010_MER100,IFRC,Leyte,Tabontabon,Mering,1412060265528.jpg,11.05069396,124.9595245,5,uuid:e5f3f331-953a-4bca-abeb-d05eba1622a9,e5f3f331-953a-4bca-abeb-d05eba1622a9,2014-10-01T01:56:06
B_PH083746010_MER035,IFRC,Leyte,Tabontabon,Mering,1412044249443.jpg,11.03699836,124.9516173,3,uuid:cbebef0b-d944-46f9-834d-36424cf36db0,cbebef0b-d944-46f9-834d-36424cf36db0,2014-10-01T02:08:49
B_PH083746010_MER038,IFRC,Leyte,Tabontabon,Mering,1412045086098.jpg,11.03642534,124.9538015,5,uuid:3f763e6f-0ae3-4ae0-892d-896dbccd6023,3f763e6f-0ae3-4ae0-892d-896dbccd6023,2014-10-01T02:08:51
B_PH083746010_MER042,IFRC,Leyte,Tabontabon,Mering,1412045329235.jpg,11.03661157,124.9540407,4,uuid:f6c66f19-4096-49b9-ade0-478636b20172,f6c66f19-4096-49b9-ade0-478636b20172,2014-10-01T02:09:05
B_PH083746010_MER041,IFRC,Leyte,Tabontabon,Mering,1412046082629.jpg,11.03647678,124.9536061,4,uuid:92531f01-ad3b-4c5a-8ebe-7e56261e27ed,92531f01-ad3b-4c5a-8ebe-7e56261e27ed,2014-10-01T02:09:10
B_PH083746010_MER094,IFRC,Leyte,Tabontabon,Mering,1412047380187.jpg,11.03900598,124.953604,5,uuid:22d868a7-c1bf-4cb1-a7a5-ea22c0d2dcea,22d868a7-c1bf-4cb1-a7a5-ea22c0d2dcea,2014-10-01T02:09:15
B_PH083746010_MER168,IFRC,Leyte,Tabontabon,Mering,1412049243105.jpg,11.04084841,124.9582472,4,uuid:0601e267-eb64-459d-9f3b-65edf775eee7,0601e267-eb64-459d-9f3b-65edf775eee7,2014-10-01T02:09:19
B_PH083746010_MER028,IFRC,Leyte,Tabontabon,Mering,1412049517539.jpg,11.04062817,124.9583577,4,uuid:aee81e14-ce39-4252-926c-1e4b889a78bd,aee81e14-ce39-4252-926c-1e4b889a78bd,2014-10-01T02:09:22
B_PH083746006_CAP070,IFRC,Leyte,Tabontabon,Capahuan,1412054284836.jpg,11.05323243,124.9423814,4,uuid:32992e28-64d8-4c95-bee7-486856f4c4c4,32992e28-64d8-4c95-bee7-486856f4c4c4,2014-10-01T02:09:25
B_PH083746006_CAP033,IFRC,Leyte,Tabontabon,Capahuan,1412056500206.jpg,11.06073608,124.9484935,5,uuid:9726b369-fe9c-452c-be57-6dab49add486,9726b369-fe9c-452c-be57-6dab49add486,2014-10-01T02:09:27
B_PH083746006_CAP013,IFRC,Leyte,Tabontabon,Capahuan,1412056790863.jpg,11.06078134,124.9484794,5,uuid:918ea5df-b117-42ac-b702-222a719955ad,918ea5df-b117-42ac-b702-222a719955ad,2014-10-01T02:09:29
B_PH083746006_CAP008,IFRC,Leyte,Tabontabon,Capahuan,1412057167935.jpg,11.060637,124.9485549,5,uuid:9ad7ca41-1ad3-45fb-af70-d0a6a60617ec,9ad7ca41-1ad3-45fb-af70-d0a6a60617ec,2014-10-01T02:09:31
B_PH083746006_CAP010,IFRC,Leyte,Tabontabon,Capahuan,1412057448539.jpg,11.06010289,124.9484863,4,uuid:8107dd07-c949-4d8b-a262-2b385396d602,8107dd07-c949-4d8b-a262-2b385396d602,2014-10-01T02:09:34
B_PH083746006_CAP050,IFRC,Leyte,Tabontabon,Capahuan,1412057644963.jpg,11.05994122,124.9482144,5,uuid:9336acad-5978-4d09-bc83-0031a6ff7b59,9336acad-5978-4d09-bc83-0031a6ff7b59,2014-10-01T02:09:36
B_PH083746006_CAP052,IFRC,Leyte,Tabontabon,Capahuan,1412057962685.jpg,11.06023179,124.9480009,4,uuid:97a87916-72d3-4747-a419-763867ec268d,97a87916-72d3-4747-a419-763867ec268d,2014-10-01T02:09:38
B_PH083746006_CAP038,IFRC,Leyte,Tabontabon,Capahuan,1412058242069.jpg,11.05959891,124.948295,5,uuid:fc27f472-e356-4ac2-8ef6-f833d8fe13f7,fc27f472-e356-4ac2-8ef6-f833d8fe13f7,2014-10-01T02:09:40
B_PH083746006_CAP065,IFRC,Leyte,Tabontabon,Capahuan,1412058437483.jpg,11.05950968,124.9480675,5,uuid:4afcd690-4d66-4ad1-ba74-3fb7acfbe1b3,4afcd690-4d66-4ad1-ba74-3fb7acfbe1b3,2014-10-01T02:09:43
B_PH000000000_XX001,IFRC,Leyte,Barugo,Hilaba,1411967060688.jpg,11.31006031,124.7405852,5,uuid:a5746d41-ff77-4470-8761-b9193d2b469d,a5746d41-ff77-4470-8761-b9193d2b469d,2014-10-01T09:52:24
B_PH083706016_HI-00420,IFRC,Leyte,Barugo,Hilaba,1399267904573.jpg,11.30556612,124.7411365,5,uuid:f25acb92-225a-4dc1-a48c-1b8fe1bedc7e,f25acb92-225a-4dc1-a48c-1b8fe1bedc7e,2014-10-01T09:42:50
B_PH083706016_HI-00405,IFRC,Leyte,Barugo,Hilaba,1399268739041.jpg,11.30558235,124.7411891,4,uuid:bf1664c2-5bb8-4e48-baaf-7f5c6e81b52c,bf1664c2-5bb8-4e48-baaf-7f5c6e81b52c,2014-10-01T09:42:52
B_PH083706016_HI-00407,IFRC,Leyte,Barugo,Hilaba,1399270033771.jpg,11.30576651,124.7414035,3,uuid:0653561e-1487-47e8-b596-68e34751d02d,0653561e-1487-47e8-b596-68e34751d02d,2014-10-01T09:42:55
B_PH083706016_HI-00433,IFRC,Leyte,Barugo,Hilaba,1399274175022.jpg,11.30846147,124.7393063,4,uuid:83ac1ba8-7d40-4601-aedb-7b9c0e3ae1d5,83ac1ba8-7d40-4601-aedb-7b9c0e3ae1d5,2014-10-01T09:42:57
B_PH083706016_HI-00418,IFRC,Leyte,Barugo,Hilaba,1399274648084.jpg,11.30884362,124.7385181,5,uuid:78f3a02c-96d0-4d78-a224-f5a8d1466e62,78f3a02c-96d0-4d78-a224-f5a8d1466e62,2014-10-01T09:42:59
B_PH083706016_HI-00422,IFRC,Leyte,Barugo,Hilaba,1399274955298.jpg,11.30920147,124.7384903,4,uuid:b3014281-7b39-4ec3-b324-af62e6a8e446,b3014281-7b39-4ec3-b324-af62e6a8e446,2014-10-01T09:43:01
B_PH083706016_HI-00417,IFRC,Leyte,Barugo,Hilaba,1399275334672.jpg,11.30959459,124.739114,3,uuid:275c993f-0b1a-4dc1-9f31-ed757893b559,275c993f-0b1a-4dc1-9f31-ed757893b559,2014-10-01T09:43:04
B_PH083706016_HI-00410,IFRC,Leyte,Barugo,Hilaba,1411966212900.jpg,11.30894136,124.7415126,4,uuid:61a8014d-b5d0-486e-b842-60e4cda61648,61a8014d-b5d0-486e-b842-60e4cda61648,2014-10-01T09:52:21
B_PH083706016_HI-00430,IFRC,Leyte,Barugo,Hilaba,1411967952347.jpg,11.31042997,124.740781,5,uuid:78b51d15-03eb-4ef2-b68f-937839915d3d,78b51d15-03eb-4ef2-b68f-937839915d3d,2014-10-01T09:52:28
B_PH083706016_HI-00425,IFRC,Leyte,Barugo,Hilaba,1411968727304.jpg,11.31099233,124.7403744,5,uuid:bb71f2f7-72f3-4978-ad24-aadd9246b633,bb71f2f7-72f3-4978-ad24-aadd9246b633,2014-10-01T09:52:31
B_PH083706016_HI-00435,IFRC,Leyte,Barugo,Hilaba,1411969806152.jpg,11.31129147,124.7439881,4,uuid:40a3b425-86ed-40d2-89ff-fe203c9104c7,40a3b425-86ed-40d2-89ff-fe203c9104c7,2014-10-01T09:52:34
B_PH083706016_HI-00434,IFRC,Leyte,Barugo,Hilaba,1411974312588.jpg,11.31489651,124.7399446,4,uuid:041537c1-c86c-43f6-9acf-8d314ccb146b,041537c1-c86c-43f6-9acf-8d314ccb146b,2014-10-01T09:52:37
B_PH083706016_HI-00436,IFRC,Leyte,Barugo,Hilaba,1411975502891.jpg,11.31576907,124.738028,4,uuid:a8e5cf38-eddb-434e-a7fe-f444ea91a98c,a8e5cf38-eddb-434e-a7fe-f444ea91a98c,2014-10-01T09:52:39
B_PH083706016_HI-00413,IFRC,Leyte,Barugo,Hilaba,1411975849775.jpg,11.31598104,124.7383926,4,uuid:5129d2db-785d-4296-95a0-130f11982bb1,5129d2db-785d-4296-95a0-130f11982bb1,2014-10-01T09:52:42
B_PH083706016_HI-00442,IFRC,Leyte,Barugo,Hilaba,1411977556657.jpg,11.31401546,124.7405991,4,uuid:021d1e7c-c759-4b61-b22b-5da1a1892d8d,021d1e7c-c759-4b61-b22b-5da1a1892d8d,2014-10-01T09:52:45
B_PH083706016_HI-00401,IFRC,Leyte,Barugo,Hilaba,1411978573261.jpg,11.31659853,124.7359675,5,uuid:57cdd5f3-31e5-4b48-a9bb-c967ecd44b39,57cdd5f3-31e5-4b48-a9bb-c967ecd44b39,2014-10-01T09:52:48
B_PH083706016_HI-00440,IFRC,Leyte,Barugo,Hilaba,1411979064514.jpg,11.31687097,124.7354224,5,uuid:26842d65-1437-4f7a-ad39-f5d12dfc09d9,26842d65-1437-4f7a-ad39-f5d12dfc09d9,2014-10-01T09:52:50
B_PH083746006_CAP042,IFRC,Leyte,Tabontabon,Capahuan,1411969807798.jpg,11.05927776,124.9412442,5,uuid:15d676d1-8057-47c7-91f9-2dc4f5973140,15d676d1-8057-47c7-91f9-2dc4f5973140,2014-10-01T09:07:08
B_PH083746006_CAP006,IFRC,Leyte,Tabontabon,Capahuan,1411970153952.jpg,11.05831001,124.9412488,5,uuid:08703990-8927-49dd-90bd-2f5bab72f42a,08703990-8927-49dd-90bd-2f5bab72f42a,2014-10-01T09:07:11
B_PH083746006_CAP078,IFRC,Leyte,Tabontabon,Capahuan,1411970464020.jpg,11.05738794,124.9410437,5,uuid:ef85ba2b-b3c0-4e6f-b2c2-21a1fe44732c,ef85ba2b-b3c0-4e6f-b2c2-21a1fe44732c,2014-10-01T09:07:21
B_PH083746006_CAP077,IFRC,Leyte,Tabontabon,Capahuan,1411970635335.jpg,11.05753042,124.9410505,4,uuid:916fff61-4dbb-400a-880a-ca2be4be2949,916fff61-4dbb-400a-880a-ca2be4be2949,2014-10-01T09:07:26
B_PH083746006_CAP080,IFRC,Leyte,Tabontabon,Capahuan,1411971046865.jpg,11.05783978,124.94055,4,uuid:69b9e70e-5c5b-4c52-b9f0-afd1d1395faa,69b9e70e-5c5b-4c52-b9f0-afd1d1395faa,2014-10-01T09:07:44
B_PH083746006_CAP003,IFRC,Leyte,Tabontabon,Capahuan,1411973264484.jpg,11.05447586,124.9483069,4,uuid:cd310184-a82b-4faa-a6c1-eb39a4cbe745,cd310184-a82b-4faa-a6c1-eb39a4cbe745,2014-10-01T09:07:46
B_PH083746006_CAP009,IFRC,Leyte,Tabontabon,Capahuan,1411973774593.jpg,11.05418006,124.9484869,5,uuid:da21255f-ddae-483d-824b-f33e85a3598c,da21255f-ddae-483d-824b-f33e85a3598c,2014-10-01T09:07:48
B_PH083746006_CAP046,IFRC,Leyte,Tabontabon,Capahuan,1411974456593.jpg,11.05838524,124.9464568,4,uuid:a39c0065-dbf6-467b-aee9-141ad75be9d0,a39c0065-dbf6-467b-aee9-141ad75be9d0,2014-10-01T09:07:50
B_PH083746006_CAP076,IFRC,Leyte,Tabontabon,Capahuan,1412146648527.jpg,11.05915447,124.9432738,4,uuid:30df5c0e-115e-4c6b-adfa-83380cc6b99e,30df5c0e-115e-4c6b-adfa-83380cc6b99e,2014-10-01T09:08:13
B_PH083746010_MER025,IFRC,Leyte,Tabontabon,Mering,1412127750163.jpg,11.04116255,124.9571195,4,uuid:29428133-d911-4411-86c3-a183a905fe90,29428133-d911-4411-86c3-a183a905fe90,2014-10-01T09:07:52
B_PH083746010_MER170,IFRC,Leyte,Tabontabon,Mering,1412128057056.jpg,11.04129929,124.9570621,5,uuid:c7980635-b94b-49e3-bdec-d1065fc9bf20,c7980635-b94b-49e3-bdec-d1065fc9bf20,2014-10-01T09:07:55
B_PH083746010_MER115,IFRC,Leyte,Tabontabon,Mering,1412128341036.jpg,11.04124481,124.9571066,5,uuid:02ec5f5f-14f3-4aed-bdb9-69caee7dbb55,02ec5f5f-14f3-4aed-bdb9-69caee7dbb55,2014-10-01T09:07:56
B_PH083746010_MER054,IFRC,Leyte,Tabontabon,Mering,1412128577852.jpg,11.04124329,124.9570552,5,uuid:80959add-ba2d-4ceb-b7de-154c10ca631d,80959add-ba2d-4ceb-b7de-154c10ca631d,2014-10-01T09:07:59
B_PH083746010_MER125,IFRC,Leyte,Tabontabon,Mering,1412133007939.jpg,11.05222864,124.9614594,5,uuid:6fa1c684-5407-4b72-a6df-b6ff123942c7,6fa1c684-5407-4b72-a6df-b6ff123942c7,2014-10-01T09:08:02
B_PH083746010_MER059,IFRC,Leyte,Tabontabon,Mering,1412133311538.jpg,11.05203133,124.9615525,4,uuid:93bd0d7e-f107-46d5-92c6-186ee8708483,93bd0d7e-f107-46d5-92c6-186ee8708483,2014-10-01T09:08:04
B_PH083746010_MER022,IFRC,Leyte,Tabontabon,Mering,1412140081889.jpg,11.04726517,124.9546947,5,uuid:ab8eb8be-461f-4476-9fb3-f8b3f6bd381e,ab8eb8be-461f-4476-9fb3-f8b3f6bd381e,2014-10-01T09:08:06
B_PH083746010_MER017,IFRC,Leyte,Tabontabon,Mering,1412142477204.jpg,11.05381227,124.9567091,5,uuid:01598756-4db0-41b5-ac93-6ac3a86771ab,01598756-4db0-41b5-ac93-6ac3a86771ab,2014-10-01T09:08:08
B_PH083746010_MER018,IFRC,Leyte,Tabontabon,Mering,1412143156978.jpg,11.05286105,124.9549428,4,uuid:be569ea4-44d1-4606-8731-3de2b3e5b799,be569ea4-44d1-4606-8731-3de2b3e5b799,2014-10-01T09:08:11
B_PH083746010_MER126,IFRC,Leyte,Tabontabon,Mering,1412127658650.jpg,11.04130147,124.9575881,5,uuid:af57756a-9a83-4fac-8753-8c1d6794b52f,af57756a-9a83-4fac-8753-8c1d6794b52f,2014-10-01T09:13:54
B_PH083746010_MER046,IFRC,Leyte,Tabontabon,Mering,1412128036286.jpg,11.04131731,124.9575983,5,uuid:e6ce3482-9c22-40df-a8a0-f543206bfaa3,e6ce3482-9c22-40df-a8a0-f543206bfaa3,2014-10-01T09:14:00
B_PH083746010_MER045,IFRC,Leyte,Tabontabon,Mering,1412128234054.jpg,11.04133837,124.9575826,5,uuid:c5480c58-660d-4f96-a84d-3f4350a07690,c5480c58-660d-4f96-a84d-3f4350a07690,2014-10-01T09:14:03
B_PH083746010_MER014,IFRC,Leyte,Tabontabon,Mering,1412128634675.jpg,11.04164262,124.9568349,5,uuid:bdf7f452-ddaa-426b-a22e-afd020630314,bdf7f452-ddaa-426b-a22e-afd020630314,2014-10-01T09:14:06
B_PH083746010_MER122,IFRC,Leyte,Tabontabon,Mering,1412133467983.jpg,11.05288646,124.9620462,5,uuid:77a1b07b-ca9a-49fc-a629-fb57bf879dd5,77a1b07b-ca9a-49fc-a629-fb57bf879dd5,2014-10-01T09:14:08
B_PH083746010_MER044,IFRC,Leyte,Tabontabon,Mering,1412127688192.jpg,11.04124842,124.957566,5,uuid:56aeb292-6d66-4a71-b0b9-9ab8df1e4238,56aeb292-6d66-4a71-b0b9-9ab8df1e4238,2014-10-01T09:52:52
B_PH083746010_MER049,IFRC,Leyte,Tabontabon,Mering,1412132972698.jpg,11.05254203,124.9614137,4,uuid:da3627d8-8796-48f2-bc9e-4ce681e011d9,da3627d8-8796-48f2-bc9e-4ce681e011d9,2014-10-01T09:52:54
B_PH083746010_MER124,IFRC,Leyte,Tabontabon,Mering,1412133420735.jpg,11.05247737,124.9618279,5,uuid:ecf7529d-db83-4934-a466-d80b3fd7e1c8,ecf7529d-db83-4934-a466-d80b3fd7e1c8,2014-10-01T09:52:56
B_PH083746013_1QUE014,IFRC,Leyte,Tabontabon,District I Poblacion,1411802483006.jpg,11.0406005,124.9612775,5,uuid:2a8a40bf-6f2f-466a-9f95-333b3db966a7,2a8a40bf-6f2f-466a-9f95-333b3db966a7,2014-10-01T09:06:42
B_PH083746013_1QUE020,IFRC,Leyte,Tabontabon,District I Poblacion,1411802804975.jpg,11.03996729,124.96119,4,uuid:3b6eb46c-ec16-41c9-8eae-c571cf561681,3b6eb46c-ec16-41c9-8eae-c571cf561681,2014-10-01T09:06:44
B_PH083746013_1QUE017,IFRC,Leyte,Tabontabon,District I Poblacion,1411803001754.jpg,11.0399503,124.9612005,5,uuid:1efa5a1f-ea65-4ada-8636-95a5675317c1,1efa5a1f-ea65-4ada-8636-95a5675317c1,2014-10-01T09:06:46
B_PH083746013_1QUE029,IFRC,Leyte,Tabontabon,District I Poblacion,1411803342530.jpg,11.03948016,124.9619864,5,uuid:fd20300a-152e-4105-a984-57063cc4c738,fd20300a-152e-4105-a984-57063cc4c738,2014-10-01T09:06:49
B_PH083746013_1QUE023,IFRC,Leyte,Tabontabon,District I Poblacion,1411803738205.jpg,11.0399127,124.9618766,5,uuid:1c868a5c-19e1-49fe-8b6e-59bd9d4f72f6,1c868a5c-19e1-49fe-8b6e-59bd9d4f72f6,2014-10-01T09:06:52
B_PH083746013_1QUE015,IFRC,Leyte,Tabontabon,District I Poblacion,1411804111096.jpg,11.04189423,124.9627,5,uuid:ea224fb8-fee8-4d51-a1df-c04e301228ad,ea224fb8-fee8-4d51-a1df-c04e301228ad,2014-10-01T09:06:54
B_PH083746013_1QUE016,IFRC,Leyte,Tabontabon,District I Poblacion,1411804347179.jpg,11.0419543,124.9625098,5,uuid:fdb12ac2-81cb-46bf-ab4b-8e57ed13bd1b,fdb12ac2-81cb-46bf-ab4b-8e57ed13bd1b,2014-10-01T09:06:57
B_PH083746013_1QUE001,IFRC,Leyte,Tabontabon,District I Poblacion,1411958920154.jpg,11.03710301,124.9608523,5,uuid:c3af9bc9-f5ce-4c62-97b7-18daaa9f6b09,c3af9bc9-f5ce-4c62-97b7-18daaa9f6b09,2014-10-01T09:07:02
B_PH083746013_1QUE009,IFRC,Leyte,Tabontabon,District I Poblacion,1411959810425.jpg,11.04177128,124.9603228,4,uuid:d3ad79b6-d3a1-4e32-96da-6c5c97731b83,d3ad79b6-d3a1-4e32-96da-6c5c97731b83,2014-10-01T09:07:05
B_PH083746013_1QUE056,IFRC,Leyte,Tabontabon,District I Poblacion,1399100999394.jpg,11.04080988,124.9615578,4,uuid:6365c6df-43a1-4677-9166-1fb553cba607,6365c6df-43a1-4677-9166-1fb553cba607,2014-10-01T09:42:39
B_PH083746013_1QUE044,IFRC,Leyte,Tabontabon,District I Poblacion,1399102645307.jpg,11.04126011,124.9591216,5,uuid:02542883-333d-492f-9047-d504320dfcf6,02542883-333d-492f-9047-d504320dfcf6,2014-10-01T09:42:41
B_PH083746014_2RIZ012,IFRC,Leyte,Tabontabon,District II Poblacion,1411797143238.jpg,11.04020788,124.9638358,5,uuid:64fc8028-9742-46c4-95cf-a4c0e29834b4,64fc8028-9742-46c4-95cf-a4c0e29834b4,2014-10-01T09:06:23
B_PH083746014_2RIZ020,IFRC,Leyte,Tabontabon,District II Poblacion,1411797528397.jpg,11.04096032,124.9636488,5,uuid:467b614a-6638-47f4-89dc-aafb27ca2361,467b614a-6638-47f4-89dc-aafb27ca2361,2014-10-01T09:06:28
B_PH083746014_2RIZ038,IFRC,Leyte,Tabontabon,District II Poblacion,1411798385268.jpg,11.04102822,124.9635758,4,uuid:41aa6305-07ab-4e5f-8abb-d3d672004382,41aa6305-07ab-4e5f-8abb-d3d672004382,2014-10-01T09:06:33
B_PH083746014_2RIZ021,IFRC,Leyte,Tabontabon,District II Poblacion,1411798968420.jpg,11.03930792,124.9620788,4,uuid:4e3f00b6-f048-4203-bb1e-ad480d2bf5d2,4e3f00b6-f048-4203-bb1e-ad480d2bf5d2,2014-10-01T09:06:35
B_PH083746014_2RIZ049,IFRC,Leyte,Tabontabon,District II Poblacion,1411799422468.jpg,11.03665043,124.9611185,4,uuid:043c9ddd-62b2-4138-b0a8-4ec73dc951f9,043c9ddd-62b2-4138-b0a8-4ec73dc951f9,2014-10-01T09:06:38
B_PH083746014_2RIZ027,IFRC,Leyte,Tabontabon,District II Poblacion,1411799884850.jpg,11.03991176,124.962072,5,uuid:73d9a525-7117-4665-8416-02cb5ebe67a6,73d9a525-7117-4665-8416-02cb5ebe67a6,2014-10-01T09:06:40
B_PH083746016_4MAC052,IFRC,Leyte,Tabontabon,District IV Poblacion,1412141103843.jpg,11.04310225,124.9622231,4,uuid:0aaac555-12fe-4f71-a661-69433383506e,0aaac555-12fe-4f71-a661-69433383506e,2014-10-01T09:14:11
B_PH083746016_4MAC051,IFRC,Leyte,Tabontabon,District IV Poblacion,1412142926507.jpg,11.04316726,124.9680823,4,uuid:6747e42f-fb29-4eb5-b249-3c4384406737,6747e42f-fb29-4eb5-b249-3c4384406737,2014-10-01T09:14:13
B_PH083746016_4MAC024,IFRC,Leyte,Tabontabon,District IV Poblacion,1399085822842.jpg,11.04367892,124.9656736,5,uuid:ff6ed95f-ea18-42d2-9728-a7a28d561443,ff6ed95f-ea18-42d2-9728-a7a28d561443,2014-10-01T09:42:36
B_PH083746016_4MAC021,IFRC,Leyte,Tabontabon,District IV Poblacion,1411788116694.jpg,11.04296365,124.9659551,4,uuid:768f726a-00d8-439b-853c-512309208178,768f726a-00d8-439b-853c-512309208178,2014-10-01T09:52:00
B_PH083746016_4MAC028,IFRC,Leyte,Tabontabon,District IV Poblacion,1411788513752.jpg,11.04306256,124.9685508,3,uuid:e2b384f1-9c35-4c35-8dd9-7d0728ea9167,e2b384f1-9c35-4c35-8dd9-7d0728ea9167,2014-10-01T09:52:03
B_PH083746016_4MAC020,IFRC,Leyte,Tabontabon,District IV Poblacion,1411789811477.jpg,11.04366044,124.9717787,5,uuid:bb46307d-b425-4376-9378-76609360b5de,bb46307d-b425-4376-9378-76609360b5de,2014-10-01T09:52:06
B_PH083746016_4MAC047,IFRC,Leyte,Tabontabon,District IV Poblacion,1411797405113.jpg,11.04277109,124.9723418,5,uuid:eb087c98-1bc3-4e51-91ce-d45a72abfc1d,eb087c98-1bc3-4e51-91ce-d45a72abfc1d,2014-10-01T09:52:09
B_PH083746016_4MAC042,IFRC,Leyte,Tabontabon,District IV Poblacion,1411798001576.jpg,11.04322752,124.97008,5,uuid:6f5cfed8-16f0-4343-8979-7ed2b4c4286a,6f5cfed8-16f0-4343-8979-7ed2b4c4286a,2014-10-01T09:52:11
B_PH083746016_4MAC046,IFRC,Leyte,Tabontabon,District IV Poblacion,1411799569582.jpg,11.04370359,124.9663678,5,uuid:3121dff6-4157-4d64-85da-45edd584d97d,3121dff6-4157-4d64-85da-45edd584d97d,2014-10-01T09:52:14
B_PH083746016_4MAC038,IFRC,Leyte,Tabontabon,District IV Poblacion,1411800691339.jpg,11.04259694,124.9655877,5,uuid:dc12a1fe-e909-4aae-97e7-5f03a88bdb26,dc12a1fe-e909-4aae-97e7-5f03a88bdb26,2014-10-01T09:52:17
B_PH083746010_MER063,IFRC,Leyte,Tabontabon,Mering,1411449234460.jpg,11.04725406,124.9552662,5,uuid:ffde8032-82b1-4b1c-8c14-bd3333521f59,ffde8032-82b1-4b1c-8c14-bd3333521f59,2014-10-07T03:49:21
B_PH083746010_MER066,IFRC,Leyte,Tabontabon,Mering,1411449528618.jpg,11.04680881,124.9544794,5,uuid:b242bb02-3fc4-4f02-b312-77093221cf63,b242bb02-3fc4-4f02-b312-77093221cf63,2014-10-07T03:49:25
B_PH083746010_MER134,IFRC,Leyte,Tabontabon,Mering,1411449873016.jpg,11.04669419,124.9540771,3,uuid:1c54722e-7181-4377-82f6-7984b4af8299,1c54722e-7181-4377-82f6-7984b4af8299,2014-10-07T03:49:30
B_PH083746010_MER021,IFRC,Leyte,Tabontabon,Mering,1411453150085.jpg,11.04350444,124.959132,5,uuid:15e6adcc-af1d-47e3-9e7f-cdb19904c707,15e6adcc-af1d-47e3-9e7f-cdb19904c707,2014-10-07T03:49:36
B_PH083746010_MER004,IFRC,Leyte,Tabontabon,Mering,1411454276244.jpg,11.0487976,124.957694,3,uuid:ed2ed9b1-100a-48b2-a8ea-75de9b54e83d,ed2ed9b1-100a-48b2-a8ea-75de9b54e83d,2014-10-07T03:49:40
B_PH083746010_MER056,IFRC,Leyte,Tabontabon,Mering,1411454711947.jpg,11.04945941,124.9576443,3,uuid:53d74337-b09b-4ba2-a345-28e5a3b39b51,53d74337-b09b-4ba2-a345-28e5a3b39b51,2014-10-07T03:49:44
